nama,ips-now,ips-next
Taruna-83253,3.59,3.79
Taruna-83254,3.72,3.64
Taruna-83255,3.89,3.79
Taruna-83256,3.56,3.55
Taruna-83257,3.49,4.0
Taruna-83258,3.28,3.9
Taruna-83259,3.59,3.74
Taruna-83260,3.66,3.83
Taruna-83261,3.48,3.76
Taruna-83262,3.96,3.93
Taruna-83263,3.95,3.51
Taruna-83264,3.89,3.89
Taruna-83265,3.97,3.86
Taruna-83266,3.68,3.92
Taruna-83267,3.74,3.85
Taruna-83268,3.75,3.51
Taruna-83269,3.78,3.72
Taruna-83270,3.38,3.82
Taruna-83271,3.6,3.63
Taruna-83272,3.74,3.69
Taruna-83273,3.84,3.83
Taruna-83274,3.49,3.66
Taruna-83275,3.91,3.83
Taruna-83276,3.69,3.72
Taruna-83277,3.32,3.51
Taruna-83278,3.36,3.59
Taruna-83279,3.23,3.77
Taruna-83280,3.93,3.73
Taruna-83281,3.79,3.56
Taruna-83282,3.78,3.5
Taruna-83283,3.78,3.61
Taruna-83284,3.3,3.59
Taruna-83285,3.24,3.65
Taruna-83286,3.64,3.83
Taruna-83287,3.6,3.94
Taruna-83288,3.62,3.77
Taruna-83289,3.74,3.77
Taruna-83290,3.5,3.85
Taruna-83291,3.32,3.73
Taruna-83292,3.46,3.81
Taruna-83293,3.55,3.84
Taruna-83294,3.77,3.68
Taruna-83295,3.81,3.98
Taruna-83296,3.5,3.64
Taruna-83297,3.58,3.55
Taruna-83298,3.89,3.71
Taruna-83299,3.33,3.59
Taruna-83300,3.87,3.57
Taruna-83301,3.87,3.97
Taruna-83302,3.23,3.94
Taruna-83303,3.97,3.52
Taruna-83304,3.64,3.55
Taruna-83305,3.61,3.69
Taruna-83306,3.94,3.8
Taruna-83307,3.83,3.98
Taruna-83308,3.82,3.83
Taruna-83309,3.68,3.86
Taruna-83310,3.72,3.68
Taruna-83311,3.9,3.88
Taruna-83312,3.99,3.66
Taruna-83313,3.49,3.52
Taruna-83314,3.34,3.83
Taruna-83315,3.62,3.71
Taruna-83316,3.8,3.66
Taruna-83317,3.96,3.84
Taruna-83318,3.54,3.84
Taruna-83319,3.68,3.93
Taruna-83320,3.63,3.75
Taruna-83321,3.83,3.73
Taruna-83322,3.77,3.88
Taruna-83323,3.66,3.58
Taruna-83324,3.99,3.97
Taruna-83325,3.65,3.94
Taruna-83326,3.85,3.79
Taruna-83327,3.6,3.55
Taruna-83328,3.5,3.63
Taruna-83329,3.62,3.89
Taruna-83330,3.57,3.83
Taruna-83331,3.55,3.55
Taruna-83332,3.61,3.75
Taruna-83333,3.58,3.84
Taruna-83334,3.31,3.84
Taruna-83335,3.24,3.78
Taruna-83336,3.61,3.72
Taruna-83337,3.35,3.76
Taruna-83338,3.52,3.67
Taruna-83339,3.56,3.55
Taruna-83340,3.58,3.88
Taruna-83341,3.85,3.92
Taruna-83342,3.49,3.75
Taruna-83343,3.5,3.68
Taruna-83344,3.66,3.8
Taruna-83345,3.39,3.75
Taruna-83346,3.9,3.68
Taruna-83347,3.46,3.75
Taruna-83348,3.49,3.88
Taruna-83349,3.22,3.59
Taruna-83350,3.59,3.94
Taruna-83351,3.28,3.78
Taruna-83352,3.4,3.62
Taruna-83353,3.46,3.52
Taruna-83354,3.49,3.63
Taruna-83355,3.88,3.8
Taruna-83356,3.76,3.86
Taruna-83357,3.36,3.74
Taruna-83358,3.49,3.71
Taruna-83359,3.26,3.56
Taruna-83360,3.6,3.55
Taruna-83361,3.89,3.55
Taruna-83362,3.55,3.57
Taruna-83363,3.67,3.86
Taruna-83364,3.57,3.87
Taruna-83365,3.65,3.78
Taruna-83366,3.62,3.95
Taruna-83367,3.89,3.93
Taruna-83368,3.91,3.65
Taruna-83369,3.43,3.75
Taruna-83370,3.21,3.98
Taruna-83371,3.47,3.62
Taruna-83372,3.65,3.62
Taruna-83373,3.51,3.68
Taruna-83374,3.96,3.67
Taruna-83375,3.77,3.57
Taruna-83376,3.44,3.86
Taruna-83377,3.55,3.64
Taruna-83378,3.93,3.83
Taruna-83379,3.75,3.59
Taruna-83380,3.94,3.77
Taruna-83381,3.96,3.9
Taruna-83382,3.54,3.51
Taruna-83383,3.87,3.81
Taruna-83384,3.35,3.94
Taruna-83385,3.72,3.71
Taruna-83386,3.54,3.57
Taruna-83387,3.34,3.86
Taruna-83388,3.61,3.69
Taruna-83389,4.0,3.61
Taruna-83390,3.6,3.94
Taruna-83391,3.23,3.97
Taruna-83392,3.68,3.93
Taruna-83393,3.9,3.63
Taruna-83394,3.36,3.89
Taruna-83395,3.84,3.68
Taruna-83396,3.76,3.68
Taruna-83397,3.32,3.57
Taruna-83398,3.91,4.0
Taruna-83399,3.84,3.82
Taruna-83400,3.42,3.54
Taruna-83401,3.72,3.81
Taruna-83402,3.32,3.69
Taruna-83403,3.4,3.73
Taruna-83404,3.93,3.69
Taruna-83405,3.54,3.58
Taruna-83406,3.84,3.66
Taruna-83407,3.75,3.83
Taruna-83408,3.3,3.69
Taruna-83409,3.33,3.54
Taruna-83410,3.73,3.65
Taruna-83411,3.96,3.9
Taruna-83412,3.53,3.62
Taruna-83413,3.53,3.54
Taruna-83414,3.3,3.74
Taruna-83415,3.81,3.87
Taruna-83416,3.65,3.94
Taruna-83417,3.36,3.88
Taruna-83418,3.68,3.63
Taruna-83419,3.67,3.99
Taruna-83420,3.55,3.52
Taruna-83421,3.86,3.72
Taruna-83422,3.73,3.82
Taruna-83423,3.52,3.63
Taruna-83424,3.45,3.66
Taruna-83425,3.6,3.54
Taruna-83426,3.92,3.67
Taruna-83427,3.36,3.95
Taruna-83428,3.75,3.69
Taruna-83429,3.69,3.73
Taruna-83430,3.91,3.53
Taruna-83431,3.9,3.79
Taruna-83432,3.66,3.96
Taruna-83433,3.65,3.69
Taruna-83434,3.38,3.77
Taruna-83435,3.3,3.78
Taruna-83436,3.56,3.82
Taruna-83437,3.24,3.88
Taruna-83438,3.59,3.93
Taruna-83439,3.99,3.62
Taruna-83440,3.39,3.92
Taruna-83441,3.45,3.52
Taruna-83442,3.51,3.61
Taruna-83443,3.36,3.62
Taruna-83444,3.41,3.87
Taruna-83445,3.73,3.89
Taruna-83446,3.96,3.97
Taruna-83447,3.66,3.78
Taruna-83448,3.8,3.72
Taruna-83449,3.99,3.77
Taruna-83450,3.91,3.89
Taruna-83451,3.79,3.93
Taruna-83452,3.8,3.67
Taruna-83453,3.64,3.56
Taruna-83454,3.91,3.7
Taruna-83455,3.54,3.71
Taruna-83456,3.84,3.82
Taruna-83457,3.25,3.69
Taruna-83458,3.78,3.88
Taruna-83459,3.67,3.62
Taruna-83460,3.71,3.76
Taruna-83461,3.77,3.93
Taruna-83462,3.3,3.54
Taruna-83463,3.29,3.75
Taruna-83464,3.84,3.9
Taruna-83465,3.81,3.51
Taruna-83466,3.93,3.79
Taruna-83467,3.35,3.8
Taruna-83468,3.28,3.98
Taruna-83469,3.58,3.66
Taruna-83470,3.85,3.55
Taruna-83471,4.0,3.98
Taruna-83472,3.31,3.81
Taruna-83473,3.54,3.88
Taruna-83474,3.26,3.5
Taruna-83475,3.73,3.78
Taruna-83476,3.51,3.54
Taruna-83477,3.45,3.71
Taruna-83478,3.93,3.63
Taruna-83479,3.22,3.82
Taruna-83480,3.6,3.69
Taruna-83481,3.67,3.82
Taruna-83482,3.36,3.82
Taruna-83483,3.45,3.67
Taruna-83484,3.58,3.54
Taruna-83485,3.62,3.57
Taruna-83486,3.82,3.91
Taruna-83487,3.84,4.0
Taruna-83488,3.38,3.57
Taruna-83489,3.59,3.57
Taruna-83490,3.58,3.59
Taruna-83491,3.34,3.86
Taruna-83492,3.97,3.9
Taruna-83493,3.53,3.73
Taruna-83494,3.44,3.85
Taruna-83495,3.54,3.7
Taruna-83496,3.32,3.61
Taruna-83497,3.77,3.9
Taruna-83498,3.46,3.78
Taruna-83499,3.8,3.85
Taruna-83500,3.75,3.89
Taruna-83501,3.71,3.87
Taruna-83502,3.81,3.83
Taruna-83503,3.67,3.78
Taruna-83504,3.43,3.61
Taruna-83505,3.27,3.89
Taruna-83506,3.54,4.0
Taruna-83507,3.74,3.77
Taruna-83508,3.71,3.68
Taruna-83509,3.21,3.78
Taruna-83510,3.72,3.81
Taruna-83511,3.76,3.99
Taruna-83512,3.37,3.52
Taruna-83513,3.34,3.53
Taruna-83514,3.21,3.58
Taruna-83515,3.75,3.84
Taruna-83516,3.98,3.73
Taruna-83517,3.59,3.78
Taruna-83518,3.61,3.86
Taruna-83519,3.29,3.55
Taruna-83520,3.25,3.81
Taruna-83521,3.98,3.54
Taruna-83522,3.94,3.61
Taruna-83523,3.59,3.92
Taruna-83524,3.7,3.72
Taruna-83525,3.57,3.62
Taruna-83526,3.36,3.79
Taruna-83527,3.84,3.73
Taruna-83528,3.95,3.9
Taruna-83529,3.36,3.58
Taruna-83530,3.88,3.93
Taruna-83531,3.85,3.82
Taruna-83532,3.98,3.75
Taruna-83533,3.3,3.7
Taruna-83534,3.44,3.89
Taruna-83535,3.49,3.84
Taruna-83536,3.37,3.84
Taruna-83537,3.4,3.68
Taruna-83538,3.44,3.97
Taruna-83539,3.93,3.79
Taruna-83540,3.67,3.78
Taruna-83541,3.67,3.83
Taruna-83542,3.26,3.94
Taruna-83543,3.95,3.7
Taruna-83544,3.81,3.61
Taruna-83545,3.51,3.59
Taruna-83546,3.66,3.7
Taruna-83547,3.21,3.87
Taruna-83548,3.46,3.5
Taruna-83549,3.34,3.84
Taruna-83550,3.51,3.72
Taruna-83551,3.61,3.89
Taruna-83552,3.85,3.51
Taruna-83553,3.63,3.57
Taruna-83554,3.56,3.96
Taruna-83555,3.98,3.77
Taruna-83556,3.5,3.76
Taruna-83557,3.67,3.73
Taruna-83558,3.58,3.71
Taruna-83559,3.58,3.79
Taruna-83560,3.35,3.52
Taruna-83561,3.22,3.87
Taruna-83562,3.97,3.69
Taruna-83563,3.64,3.79
Taruna-83564,3.44,3.73
Taruna-83565,3.49,3.68
Taruna-83566,3.71,3.66
Taruna-83567,3.81,3.77
Taruna-83568,3.82,3.91
Taruna-83569,3.34,3.9
Taruna-83570,3.29,3.7
Taruna-83571,3.95,3.51
Taruna-83572,3.44,3.98
Taruna-83573,3.57,3.81
Taruna-83574,3.79,3.72
Taruna-83575,3.68,3.63
Taruna-83576,3.46,3.91
Taruna-83577,3.8,3.91
Taruna-83578,3.21,3.67
Taruna-83579,3.74,3.59
Taruna-83580,3.26,3.96
Taruna-83581,3.94,3.85
Taruna-83582,3.51,3.97
Taruna-83583,3.81,3.92
Taruna-83584,3.95,3.95
Taruna-83585,3.48,3.53
Taruna-83586,3.22,3.86
Taruna-83587,3.44,3.95
Taruna-83588,3.84,3.74
Taruna-83589,3.26,3.8
Taruna-83590,3.64,3.88
Taruna-83591,3.76,3.5
Taruna-83592,3.36,3.78
Taruna-83593,3.85,3.97
Taruna-83594,3.48,3.64
Taruna-83595,3.38,3.56
Taruna-83596,3.65,3.59
Taruna-83597,3.51,3.91
Taruna-83598,3.74,3.96
Taruna-83599,3.68,3.78
Taruna-83600,3.28,3.58
Taruna-83601,3.6,3.72
Taruna-83602,3.22,3.98
Taruna-83603,3.3,3.85
Taruna-83604,3.45,3.58
Taruna-83605,3.69,3.52
Taruna-83606,3.68,3.61
Taruna-83607,3.77,3.76
Taruna-83608,3.34,3.6
Taruna-83609,3.72,3.98
Taruna-83610,3.5,3.63
Taruna-83611,3.23,3.59
Taruna-83612,3.99,3.88
Taruna-83613,3.97,3.65
Taruna-83614,3.48,3.75
Taruna-83615,3.45,3.52
Taruna-83616,3.75,3.87
Taruna-83617,3.44,3.66
Taruna-83618,3.86,3.97
Taruna-83619,3.7,3.94
Taruna-83620,3.72,3.75
Taruna-83621,3.74,3.84
Taruna-83622,3.26,3.84
Taruna-83623,3.51,3.77
Taruna-83624,3.24,3.51
Taruna-83625,3.72,3.88
Taruna-83626,3.84,3.68
Taruna-83627,3.68,3.51
Taruna-83628,3.48,3.81
Taruna-83629,3.87,3.58
Taruna-83630,3.29,3.66
Taruna-83631,3.51,3.99
Taruna-83632,3.59,3.62
Taruna-83633,3.72,3.83
Taruna-83634,3.2,3.92
Taruna-83635,3.4,3.62
Taruna-83636,3.56,3.63
Taruna-83637,3.79,3.55
Taruna-83638,3.55,4.0
Taruna-83639,3.62,3.81
Taruna-83640,3.28,3.78
Taruna-83641,3.22,3.7
Taruna-83642,3.89,3.9
Taruna-83643,3.46,3.73
Taruna-83644,3.36,3.76
Taruna-83645,3.47,3.8
Taruna-83646,3.77,3.65
Taruna-83647,3.47,3.78
Taruna-83648,3.83,3.87
Taruna-83649,3.94,3.67
Taruna-83650,3.95,3.68
Taruna-83651,3.8,3.79
Taruna-83652,3.92,3.81
Taruna-83653,3.36,3.6
Taruna-83654,3.95,3.66
Taruna-83655,3.47,4.0
Taruna-83656,3.98,3.54
Taruna-83657,3.28,3.97
Taruna-83658,3.94,3.76
Taruna-83659,3.56,3.58
Taruna-83660,3.56,3.87
Taruna-83661,3.51,3.89
Taruna-83662,3.43,3.92
Taruna-83663,3.29,3.91
Taruna-83664,3.57,3.59
Taruna-83665,3.99,3.96
Taruna-83666,3.66,3.72
Taruna-83667,3.76,3.7
Taruna-83668,3.59,3.83
Taruna-83669,3.5,3.5
Taruna-83670,3.56,3.91
Taruna-83671,3.24,3.92
Taruna-83672,3.71,3.76
Taruna-83673,3.46,3.63
Taruna-83674,3.66,3.83
Taruna-83675,3.95,3.87
Taruna-83676,3.93,3.79
Taruna-83677,3.78,3.58
Taruna-83678,3.33,3.72
Taruna-83679,3.9,3.9
Taruna-83680,3.62,3.67
Taruna-83681,3.41,3.99
Taruna-83682,3.9,3.71
Taruna-83683,3.54,3.92
Taruna-83684,3.84,3.74
Taruna-83685,3.75,3.63
Taruna-83686,3.22,3.97
Taruna-83687,3.85,3.6
Taruna-83688,3.77,3.68
Taruna-83689,3.34,3.71
Taruna-83690,3.87,3.61
Taruna-83691,3.71,4.0
Taruna-83692,3.26,3.51
Taruna-83693,3.87,3.74
Taruna-83694,3.94,3.91
Taruna-83695,3.4,3.8
Taruna-83696,3.88,3.62
Taruna-83697,3.47,3.88
Taruna-83698,3.79,3.54
Taruna-83699,3.71,3.98
Taruna-83700,3.4,3.55
Taruna-83701,3.43,3.93
Taruna-83702,3.97,3.92
Taruna-83703,3.75,3.63
Taruna-83704,3.82,3.78
Taruna-83705,3.24,3.82
Taruna-83706,3.3,3.93
Taruna-83707,3.24,3.69
Taruna-83708,3.75,3.66
Taruna-83709,3.94,3.85
Taruna-83710,3.32,3.9
Taruna-83711,3.56,3.94
Taruna-83712,3.85,3.57
Taruna-83713,3.94,3.94
Taruna-83714,3.97,3.61
Taruna-83715,3.47,3.81
Taruna-83716,3.93,3.6
Taruna-83717,3.88,3.97
Taruna-83718,3.98,3.9
Taruna-83719,3.28,3.61
Taruna-83720,3.7,3.78
Taruna-83721,3.89,3.86
Taruna-83722,3.95,3.59
Taruna-83723,3.23,3.57
Taruna-83724,3.38,3.7
Taruna-83725,3.38,3.58
Taruna-83726,3.65,3.97
Taruna-83727,3.31,3.84
Taruna-83728,3.9,3.58
Taruna-83729,3.67,3.86
Taruna-83730,3.53,3.88
Taruna-83731,3.68,3.59
Taruna-83732,3.71,3.58
Taruna-83733,3.7,3.94
Taruna-83734,3.48,3.5
Taruna-83735,3.5,3.68
Taruna-83736,3.63,3.62
Taruna-83737,3.58,3.88
Taruna-83738,3.94,3.99
Taruna-83739,3.39,3.53
Taruna-83740,3.3,3.57
Taruna-83741,3.31,3.97
Taruna-83742,3.82,3.74
Taruna-83743,3.83,3.66
Taruna-83744,3.87,3.9
Taruna-83745,3.29,3.67
Taruna-83746,3.42,3.79
Taruna-83747,3.25,3.54
Taruna-83748,3.95,3.77
Taruna-83749,3.48,3.98
Taruna-83750,3.96,3.73
Taruna-83751,3.85,3.87
Taruna-83752,3.22,3.61
Taruna-83753,3.29,3.91
Taruna-83754,3.41,3.73
Taruna-83755,3.45,3.54
Taruna-83756,3.34,3.69
Taruna-83757,3.85,3.51
Taruna-83758,3.25,3.92
Taruna-83759,3.4,3.94
Taruna-83760,3.53,3.85
Taruna-83761,3.63,3.87
Taruna-83762,3.47,3.91
Taruna-83763,3.89,3.59
Taruna-83764,3.58,3.8
Taruna-83765,3.29,3.81
Taruna-83766,3.43,3.57
Taruna-83767,3.47,3.51
Taruna-83768,3.23,3.72
Taruna-83769,3.2,3.87
Taruna-83770,3.61,3.75
Taruna-83771,3.89,3.81
Taruna-83772,3.7,3.87
Taruna-83773,3.48,3.55
Taruna-83774,3.97,3.62
Taruna-83775,3.95,3.58
Taruna-83776,3.33,3.72
Taruna-83777,3.4,3.53
Taruna-83778,3.48,3.8
Taruna-83779,3.84,3.7
Taruna-83780,3.21,3.86
Taruna-83781,3.73,4.0
Taruna-83782,3.57,3.52
Taruna-83783,3.45,3.67
Taruna-83784,3.98,3.69
Taruna-83785,3.61,3.57
Taruna-83786,3.7,3.71
Taruna-83787,3.71,3.53
Taruna-83788,3.27,3.97
Taruna-83789,3.81,3.66
Taruna-83790,3.9,3.9
Taruna-83791,3.37,3.69
Taruna-83792,3.99,3.65
Taruna-83793,3.47,3.64
Taruna-83794,3.57,3.87
Taruna-83795,3.26,3.68
Taruna-83796,3.4,3.7
Taruna-83797,3.84,3.55
Taruna-83798,3.85,3.76
Taruna-83799,3.91,3.94
Taruna-83800,3.64,3.61
Taruna-83801,3.64,3.63
Taruna-83802,3.54,3.76
Taruna-83803,3.46,3.77
Taruna-83804,3.59,3.51
Taruna-83805,3.33,3.68
Taruna-83806,3.75,3.74
Taruna-83807,3.37,3.94
Taruna-83808,3.74,3.71
Taruna-83809,3.69,4.0
Taruna-83810,3.45,3.93
Taruna-83811,3.99,3.83
Taruna-83812,3.86,3.77
Taruna-83813,3.62,3.74
Taruna-83814,3.95,3.8
Taruna-83815,3.39,3.75
Taruna-83816,3.88,3.66
Taruna-83817,3.52,3.59
Taruna-83818,3.72,3.69
Taruna-83819,3.91,3.99
Taruna-83820,3.67,3.65
Taruna-83821,3.88,3.86
Taruna-83822,3.48,3.77
Taruna-83823,3.73,3.83
Taruna-83824,3.4,3.96
Taruna-83825,3.61,3.65
Taruna-83826,3.83,3.98
Taruna-83827,3.38,3.7
Taruna-83828,3.63,3.82
Taruna-83829,3.56,3.99
Taruna-83830,3.94,3.52
Taruna-83831,3.99,3.93
Taruna-83832,3.88,3.98
Taruna-83833,3.35,3.74
Taruna-83834,3.47,3.54
Taruna-83835,3.85,3.51
Taruna-83836,3.99,3.66
Taruna-83837,3.71,3.97
Taruna-83838,3.46,3.86
Taruna-83839,3.9,3.75
Taruna-83840,3.39,3.83
Taruna-83841,3.48,3.74
Taruna-83842,3.66,3.73
Taruna-83843,3.53,3.72
Taruna-83844,3.21,3.8
Taruna-83845,3.27,3.92
Taruna-83846,3.94,3.74
Taruna-83847,3.29,3.96
Taruna-83848,3.22,3.73
Taruna-83849,3.8,3.83
Taruna-83850,3.45,4.0
Taruna-83851,3.73,3.56
Taruna-83852,3.26,3.77
Taruna-83853,3.69,3.75
Taruna-83854,3.79,3.68
Taruna-83855,3.51,3.98
Taruna-83856,3.35,3.73
Taruna-83857,3.63,3.88
Taruna-83858,3.73,3.8
Taruna-83859,3.4,3.94
Taruna-83860,3.28,3.82
Taruna-83861,3.5,4.0
Taruna-83862,3.4,3.95
Taruna-83863,3.59,3.85
Taruna-83864,3.99,3.98
Taruna-83865,3.25,3.67
Taruna-83866,3.69,3.93
Taruna-83867,3.44,3.99
Taruna-83868,3.56,3.78
Taruna-83869,3.28,3.76
Taruna-83870,3.35,3.68
Taruna-83871,3.9,3.95
Taruna-83872,3.74,3.77
Taruna-83873,3.91,3.64
Taruna-83874,3.47,3.61
Taruna-83875,3.3,3.83
Taruna-83876,3.95,3.54
Taruna-83877,3.32,3.83
Taruna-83878,3.53,3.89
Taruna-83879,3.81,3.85
Taruna-83880,3.89,3.68
Taruna-83881,3.89,3.55
Taruna-83882,3.5,3.77
Taruna-83883,3.7,3.93
Taruna-83884,3.55,3.87
Taruna-83885,3.46,3.55
Taruna-83886,3.93,3.7
Taruna-83887,3.73,3.93
Taruna-83888,3.35,3.51
Taruna-83889,3.48,3.72
Taruna-83890,3.54,3.5
Taruna-83891,3.58,3.55
Taruna-83892,3.26,3.68
Taruna-83893,3.99,3.92
Taruna-83894,3.75,3.54
Taruna-83895,3.61,3.92
Taruna-83896,3.51,3.64
Taruna-83897,3.82,3.88
Taruna-83898,3.71,3.89
Taruna-83899,3.67,3.67
Taruna-83900,3.43,3.79
Taruna-83901,3.68,3.7
Taruna-83902,3.78,3.75
Taruna-83903,3.41,3.65
Taruna-83904,3.97,3.94
Taruna-83905,3.7,3.87
Taruna-83906,3.48,3.93
Taruna-83907,3.53,3.79
Taruna-83908,3.27,3.66
Taruna-83909,3.89,3.54
Taruna-83910,3.37,3.97
Taruna-83911,3.92,3.96
Taruna-83912,3.96,3.56
Taruna-83913,3.76,3.64
Taruna-83914,3.84,3.51
Taruna-83915,3.85,3.65
Taruna-83916,3.54,3.84
Taruna-83917,3.29,3.78
Taruna-83918,3.84,3.71
Taruna-83919,3.56,3.72
Taruna-83920,3.89,3.51
Taruna-83921,3.38,3.69
Taruna-83922,3.79,3.68
Taruna-83923,3.59,3.84
Taruna-83924,3.94,3.83
Taruna-83925,3.36,3.95
Taruna-83926,3.96,3.76
Taruna-83927,3.54,3.65
Taruna-83928,3.68,3.96
Taruna-83929,3.25,3.6
Taruna-83930,3.22,3.79
Taruna-83931,3.68,3.68
Taruna-83932,3.29,3.62
Taruna-83933,3.22,3.88
Taruna-83934,3.46,3.52
Taruna-83935,3.89,3.94
Taruna-83936,3.85,3.58
Taruna-83937,3.4,4.0
Taruna-83938,3.92,3.98
Taruna-83939,3.35,3.68
Taruna-83940,3.63,3.75
Taruna-83941,3.98,3.5
Taruna-83942,3.81,4.0
Taruna-83943,3.27,3.79
Taruna-83944,3.36,3.77
Taruna-83945,3.22,3.84
Taruna-83946,3.82,3.51
Taruna-83947,3.26,3.75
Taruna-83948,3.59,3.74
Taruna-83949,3.97,3.96
Taruna-83950,3.7,3.66
Taruna-83951,3.98,3.81
Taruna-83952,3.45,3.59
Taruna-83953,3.55,3.77
Taruna-83954,3.35,3.97
Taruna-83955,3.88,3.95
Taruna-83956,3.52,3.55
Taruna-83957,3.92,3.8
Taruna-83958,3.94,3.56
Taruna-83959,3.54,3.73
Taruna-83960,3.23,3.97
Taruna-83961,3.8,3.57
Taruna-83962,3.31,3.63
Taruna-83963,3.38,3.83
Taruna-83964,3.3,3.67
Taruna-83965,3.36,3.91
Taruna-83966,3.56,3.52
Taruna-83967,3.6,3.81
Taruna-83968,3.82,3.82
Taruna-83969,3.94,3.69
Taruna-83970,3.43,3.74
Taruna-83971,3.48,3.8
Taruna-83972,3.85,4.0
Taruna-83973,3.71,3.96
Taruna-83974,3.39,3.76
Taruna-83975,3.48,3.56
Taruna-83976,3.59,3.56
Taruna-83977,3.3,3.83
Taruna-83978,3.58,3.56
Taruna-83979,3.84,3.98
Taruna-83980,3.62,3.76
Taruna-83981,3.86,3.59
Taruna-83982,3.8,3.98
Taruna-83983,3.78,3.64
Taruna-83984,3.95,3.77
Taruna-83985,3.91,3.54
Taruna-83986,3.87,3.87
Taruna-83987,3.47,3.6
Taruna-83988,4.0,3.54
Taruna-83989,3.72,3.91
Taruna-83990,3.33,3.86
Taruna-83991,3.23,3.55
Taruna-83992,3.98,3.84
Taruna-83993,3.96,3.84
Taruna-83994,3.26,3.97
Taruna-83995,3.38,3.98
Taruna-83996,3.59,3.94
Taruna-83997,3.31,3.97
Taruna-83998,3.57,3.58
Taruna-83999,3.57,3.7
Taruna-84000,3.89,3.72
Taruna-84001,3.66,3.99
Taruna-84002,3.75,3.6
Taruna-84003,3.57,3.7
Taruna-84004,3.74,3.92
Taruna-84005,3.35,3.78
Taruna-84006,3.2,3.75
Taruna-84007,3.9,3.73
Taruna-84008,3.99,3.89
Taruna-84009,3.7,3.51
Taruna-84010,3.46,3.55
Taruna-84011,3.36,3.76
Taruna-84012,3.47,3.92
Taruna-84013,3.26,3.96
Taruna-84014,3.48,3.85
Taruna-84015,3.94,3.57
Taruna-84016,3.34,3.63
Taruna-84017,3.33,3.51
Taruna-84018,3.28,3.77
Taruna-84019,3.63,3.93
Taruna-84020,3.94,3.71
Taruna-84021,3.66,3.63
Taruna-84022,3.63,3.95
Taruna-84023,3.2,3.88
Taruna-84024,3.75,3.97
Taruna-84025,3.57,3.6
Taruna-84026,3.68,3.57
Taruna-84027,3.56,3.66
Taruna-84028,3.81,3.98
Taruna-84029,3.64,3.63
Taruna-84030,3.89,3.61
Taruna-84031,3.26,3.66
Taruna-84032,3.81,3.64
Taruna-84033,3.75,3.92
Taruna-84034,3.39,3.67
Taruna-84035,3.3,3.6
Taruna-84036,3.51,3.97
Taruna-84037,3.94,3.63
Taruna-84038,3.38,3.85
Taruna-84039,3.64,3.73
Taruna-84040,3.73,3.85
Taruna-84041,3.21,3.86
Taruna-84042,3.58,3.69
Taruna-84043,3.34,3.77
Taruna-84044,3.24,3.59
Taruna-84045,3.31,3.74
Taruna-84046,3.53,3.62
Taruna-84047,3.61,3.85
Taruna-84048,3.86,3.62
Taruna-84049,3.21,3.52
Taruna-84050,3.77,3.79
Taruna-84051,3.71,3.89
Taruna-84052,3.74,3.56
Taruna-84053,3.53,3.97
Taruna-84054,3.88,3.58
Taruna-84055,3.56,3.59
Taruna-84056,3.22,3.9
Taruna-84057,3.41,3.85
Taruna-84058,3.43,3.53
Taruna-84059,3.34,3.66
Taruna-84060,3.39,3.52
Taruna-84061,3.82,3.71
Taruna-84062,3.29,3.78
Taruna-84063,3.82,3.55
Taruna-84064,3.49,3.67
Taruna-84065,3.79,3.87
Taruna-84066,3.4,3.77
Taruna-84067,3.52,3.76
Taruna-84068,3.69,3.53
Taruna-84069,3.41,3.6
Taruna-84070,3.52,3.64
Taruna-84071,3.75,3.89
Taruna-84072,3.78,3.71
Taruna-84073,3.36,3.92
Taruna-84074,3.81,3.68
Taruna-84075,3.35,3.87
Taruna-84076,3.71,3.81
Taruna-84077,3.77,3.96
Taruna-84078,3.44,3.73
Taruna-84079,3.59,3.94
Taruna-84080,3.43,3.6
Taruna-84081,3.96,3.99
Taruna-84082,3.24,3.55
Taruna-84083,3.76,3.85
Taruna-84084,3.46,3.57
Taruna-84085,3.7,3.56
Taruna-84086,3.3,3.76
Taruna-84087,3.95,3.61
Taruna-84088,3.49,3.79
Taruna-84089,3.65,3.91
Taruna-84090,3.4,3.9
Taruna-84091,3.4,3.59
Taruna-84092,3.53,3.55
Taruna-84093,3.6,3.83
Taruna-84094,3.71,3.58
Taruna-84095,3.43,3.86
Taruna-84096,3.39,3.72
Taruna-84097,3.68,3.98
Taruna-84098,3.96,3.65
Taruna-84099,3.59,3.8
Taruna-84100,3.67,3.98
Taruna-84101,3.75,3.73
Taruna-84102,3.93,3.55
Taruna-84103,3.76,3.55
Taruna-84104,3.26,3.51
Taruna-84105,3.4,3.72
Taruna-84106,3.64,3.84
Taruna-84107,3.61,3.62
Taruna-84108,3.82,3.54
Taruna-84109,3.36,3.83
Taruna-84110,3.89,3.74
Taruna-84111,3.65,3.99
Taruna-84112,3.77,3.54
Taruna-84113,3.3,3.81
Taruna-84114,3.37,3.87
Taruna-84115,3.91,3.94
Taruna-84116,3.71,3.99
Taruna-84117,3.71,3.98
Taruna-84118,3.57,3.63
Taruna-84119,3.4,3.79
Taruna-84120,3.9,3.74
Taruna-84121,3.58,3.83
Taruna-84122,3.47,3.94
Taruna-84123,3.49,3.95
Taruna-84124,3.59,3.69
Taruna-84125,3.98,3.78
Taruna-84126,3.34,3.58
